ticker,tenor_months,target_date,expiration,fetched_at_utc,underlying_last,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,mid,spread_abs,spread_pct,adjusted_mid
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385381,2024-12-19,6050.0,,654.8,665.0,,,0,433,0.173244,False,REGULAR,USD,call,659.9,10.200000000000044,0.0154568874071829,659.9
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,160903793,2024-12-27,6100.0,,625.1,635.2,,,0,1798,0.171159,False,REGULAR,USD,call,630.1500000000001,10.100000000000025,0.0160279298579703,630.1500000000001
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385382,2024-12-30,6150.0,,596.0,605.9,,,0,50,0.169084,False,REGULAR,USD,call,600.95,9.899999999999975,0.0164739162991929,600.95
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493870,2024-12-30,6200.0,,567.3,577.2,,,0,6440,0.167,False,REGULAR,USD,call,572.25,9.900000000000093,0.0173001310615991,572.25
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385383,2025-01-02,6250.0,,539.3,548.4,,,2,224,0.164838,False,REGULAR,USD,call,543.8499999999999,9.100000000000025,0.0167325549324262,543.8499999999999
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,160903794,2025-01-02,6300.0,,511.8,521.5,,,0,1772,0.162875,False,REGULAR,USD,call,516.65,9.699999999999989,0.0187747991870705,516.625
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385384,2025-01-02,6350.0,,484.9,493.9,,,1,202,0.160715,False,REGULAR,USD,call,489.4,9.0,0.0183898651409889,489.4
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493871,2025-01-02,6400.0,,458.7,467.6,,,18,3249,0.15868,False,REGULAR,USD,call,463.15,8.900000000000034,0.0192162366403973,463.15
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385385,2024-11-15,6450.0,,433.1,441.9,,,0,34,0.156639,False,REGULAR,USD,call,437.5,8.799999999999955,0.0201142857142856,437.5
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,160903795,2024-12-30,6500.0,,408.1,417.0,,,0,4655,0.15462,False,REGULAR,USD,call,412.55,8.899999999999977,0.0215731426493757,412.55
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163385386,2024-12-31,6550.0,,383.9,392.7,,,0,104,0.152617,False,REGULAR,USD,call,388.3,8.800000000000011,0.0226628895184136,388.3
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493872,2024-12-20,6600.0,,362.1,367.8,,,0,3504,0.150688,False,REGULAR,USD,call,364.9500000000001,5.699999999999989,0.0156185778873818,364.9500000000001
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,163911167,2024-12-20,6650.0,,339.5,345.1,,,0,67,0.148765,False,REGULAR,USD,call,342.3,5.600000000000023,0.016359918200409,342.3
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,160903796,2024-12-26,6700.0,,317.7,323.2,,,0,1318,0.146876,False,REGULAR,USD,call,320.45,5.5,0.0171633640193477,320.45
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004014,2024-12-18,6750.0,,296.7,302.1,,,0,21,0.145018,False,REGULAR,USD,call,299.4,5.400000000000034,0.0180360721442886,299.4
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,143493873,2024-12-31,6800.0,,276.5,281.9,,,0,2485,0.143204,False,REGULAR,USD,call,279.2,5.399999999999977,0.0193409742120343,279.2
SPX,24,2027-01-02,2026-12-18,2026-02-05 15:40:06.717462+00:00,5868.55,166004015,2025-01-02,6850.0,,257.3,262.5,,,31,2,0.141449,False,REGULAR,USD,call,259.9,5.199999999999989,0.0200076952674105,259.9
