expiration,T,S0,F_mkt,DF_r_mkt,r_mkt_cont,DF_r_curve,r_curve_cont,DF_q_curve,q_curve_cont,DF_q_from_npz,q_from_npz_cont,F_model_from_curves,forward_rel_diff
2025-02-03,0.08333333333333333,5868.55,5886.577931093517,0.9959646979099458,0.04852159069444478,0.9959095354853174,0.04918624018346617,0.9990072988218113,0.01191833078800732,0.9990242582690627,0.011714616921427059,5886.804046558077,3.841203959365164e-05
2025-03-31,0.25,5868.55,5919.773849064493,0.9879213500087295,0.048608758629032134,0.9878884392939379,0.04874201321648418,0.9965367054878589,0.013877222397479627,0.9965444569295937,0.013846108996255352,5919.925014175295,2.5535622585501123e-05
2025-06-30,0.5,5868.55,5975.053758056855,0.9760139915030591,0.04855671423076928,0.9759509746797463,0.04868584938314428,0.9937121206595901,0.012615462630687675,0.9937269117322719,0.012585693520911793,5975.350624154523,4.9684255521097256e-05
2025-12-31,1.0,5868.55,6084.697913399362,0.9532194871888917,0.04791008999999995,0.9532194871888917,0.04791008999999995,0.9883280579887466,0.011740593849448607,0.9883280579887466,0.011740593849448607,6084.697913399362,0.0
2026-12-18,2.0,5868.55,6295.549439653755,0.9133842515041796,0.045299309999999995,0.9133842515041796,0.045299309999999995,0.9798426719966093,0.010181629492109307,0.9798426719966093,0.010181629492109307,6295.549439653754,-1.4446629487877534e-16
